74.4,soft=1,hs=768,esz=300,att=general,nl=2,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove-twitter,tr=150
72.34,soft=1,hs=768,esz=200,att=general,nl=2,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove,tr=150
70.34,soft=1,hs=1024,esz=200,att=general,nl=2,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove,tr=150
70.16,soft=1,hs=1024,esz=300,att=general,nl=2,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove-twitter,tr=150
65.67,soft=3,hs=768,esz=200,att=general,nl=2,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove,tr=150
64.64,soft=3,hs=768,esz=300,att=general,nl=2,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove-twitter,tr=150
64.02,soft=1,hs=768,esz=300,att=general,nl=3,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove-twitter,tr=150
63.62,soft=1,hs=768,esz=200,att=general,nl=3,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove,tr=150
63.08,soft=3,hs=1024,esz=300,att=general,nl=2,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove-twitter,tr=150
63.05,soft=1,hs=768,esz=300,att=general,nl=3,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove,tr=150
62.95,soft=3,hs=1024,esz=200,att=general,nl=2,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove,tr=150
62.14,soft=1,hs=1024,esz=200,att=general,nl=3,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove-twitter,tr=150
61.83,soft=1,hs=1024,esz=200,att=general,nl=3,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove,tr=150
61.76,soft=1,hs=768,esz=300,att=general,nl=2,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove,tr=150
61.73,soft=1,hs=1024,esz=300,att=general,nl=3,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove,tr=150
61.47,soft=1,hs=768,esz=200,att=general,nl=2,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove-twitter,tr=150
61.39,soft=1,hs=768,esz=200,att=general,nl=3,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove-twitter,tr=150
61.31,soft=1,hs=768,esz=300,att=none,nl=2,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove-twitter,tr=150
61.24,soft=1,hs=1024,esz=300,att=general,nl=3,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove-twitter,tr=150
61.15,soft=1,hs=768,esz=200,att=none,nl=2,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove,tr=150
60.59,soft=1,hs=768,esz=300,att=general,nl=2,rnn=lstm,lr=1,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove-twitter,tr=150
60.3,soft=1,hs=1024,esz=200,att=general,nl=2,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove-twitter,tr=150
60.04,soft=1,hs=1024,esz=300,att=general,nl=2,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove,tr=150
59.53,soft=1,hs=768,esz=200,att=general,nl=2,rnn=lstm,lr=1,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove,tr=150
59.06,soft=1,hs=768,esz=200,att=none,nl=2,rnn=lstm,lr=1,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove,tr=150
58.73,soft=1,hs=1024,esz=200,att=general,nl=2,rnn=lstm,lr=1,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove,tr=150
58.66,soft=1,hs=1024,esz=200,att=none,nl=2,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove,tr=150
58.63,soft=3,hs=768,esz=300,att=general,nl=3,rnn=lstm,lr=3,dr=0.1,clip=0.1,lt=encdec,opt=sgd,emb=glove-twitter,tr=150
